pathway	external_id	source	entrez_gene_ids
Pathways in cancer - Mus musculus (mouse)	path:mmu05200	KEGG	22027,69635,24069,80903,94216,13143,12122,11789,16398,16399,16400,74769,22034,16403,11796,11797,11798,11799,83996,16410,12827,12828,14365,14366,14367,14368,14369,14370,14371,170758,93735,67112,13866,22059,112406,20525,12914,76551,20375,14174,21809,11835,22029,13063,14103,14013,12043,67653,19015,11848,14102,110157,18510,12367,19207,54354,12371,22030,11350,11863,11864,67673,17344,22031,16476,100862558,433759,16480,12385,12386,12387,15461,71745,22033,101056616,14171,12395,19730,19354,59069,27057,18033,18034,18035,15245,56438,12394,17685,12928,12929,16150,56458,12567,19713,64654,64143,19645,17128,218772,66197,22032,19225,22339,12443,15516,14362,18590,18591,12448,12826,18595,18596,100043674,16412,12402,12829,12978,18803,12830,20662,20663,12982,12986,14634,18095,17686,110279,19016,93897,21813,18126,320207,56044,13176,17187,16590,20182,226519,13016,13017,216795,18654,12005,13542,13543,13544,12156,13067,30955,12675,12015,19697,13555,23797,112405,12540,23805,20181,18176,16000,14082,14083,12550,16001,319757,27401,208650,19211,16653,12048,17126,18706,18707,18708,18709,18710,16151,17688,11652,112407,26395,26396,14194,12575,12576,72993,12578,18211,26417,14632,14633,21802,21803,26413,26414,21808,22408,26419,26420,19765,16777,109880,21812,56636,56637,18750,18751,18752,16193,16779,22340,22341,56289,16780,22346,13645,15182,56717,13649,67923,14164,16782,14166,14167,14168,14169,14170,17295,14172,14173,17246,14175,14176,14177,14178,14179,14180,12006,14182,14183,14184,11836,17127,54124,329581,20846,20848,235320,20850,20851,234779,12606,58231,23928,12566,328572,14205,12159,15234,11651,16772,16773,16774,16775,16776,22409,22410,22411,22412,22413,22414,22415,22416,22417,22418,22419,22420,22421,22422,22423,19353,20890,15251,80794,12190,17311,19361,242705,12571,21414,21415,21416,12579,19206,20183,14255,14256,57265,269209,12447,14268,108989,17342,13557,14784,17350,20423,14281,16842,17869,640611,21787,80857,83995,216033,16451,18854,12028,12370,17390,13144,19401,17395,13819,15519,14165
Transcriptional misregulation in cancer - Mus musculus (mouse)	path:mmu05202	KEGG	15364,16909,67603,11796,14254,16409,21423,15902,319152,15395,15396,16421,209446,93735,22059,319154,13876,109115,14255,19016,18505,18507,18509,18510,22029,18514,18516,15446,11864,14939,433759,16480,12475,12393,12394,12395,18109,18033,667250,17523,97908,16000,16001,94315,11908,18053,16009,56458,12427,64144,214162,18627,12444,18590,432800,12455,627371,319148,319149,319150,319151,625328,319153,12978,18612,12981,19126,14009,14011,16061,20683,268996,17095,110794,12151,18124,544973,14030,22642,18211,20181,20182,18647,20185,104156,14048,17125,15078,15081,17132,19696,19697,72949,20732,14083,360198,19208,16599,12044,12045,12046,12047,12048,22289,22290,12053,229593,108829,12575,12576,17187,12580,70439,15405,107823,14129,16178,21813,235320,16185,16187,15242,12606,12608,16193,260423,68938,15182,97114,17246,15077,50528,11920,18791,18792,17260,53618,17268,53623,260298,17283,12524,208266,13207,13198,17295,13714,21908,20375,21912,66629,18854,14247,545192,21417,20183,107951,21939,233908,13237,16825,22431,50701,17349,19401,17355,17869,27140,80859,626150,12775,70122,140780,17392,20466,17395,212980,20471,56312,20474
Viral carcinogenesis - Mus musculus (mouse)	path:mmu05203	KEGG	15019,15013,23894,16391,19385,208727,22029,100041230,22031,74769,229906,547349,665622,114713,18970,15387,12566,14884,14885,22059,60595,231991,68153,382522,433759,12567,16451,16453,13383,11848,110696,16653,12370,640611,22030,18519,12579,15451,16476,15461,227606,22627,22628,22629,22630,22631,17000,100039786,399549,12912,12913,18034,12915,20684,26900,14972,100047997,54401,11909,11911,14985,12427,12428,15042,14990,56463,83602,15043,71828,14997,20259,12443,12444,12445,15006,12447,12448,19106,19108,242341,18033,15018,70315,12914,14963,15024,319155,319156,319157,319158,319159,319160,319161,54131,19645,15039,15040,19650,19651,11972,14534,22215,17096,319177,319178,319179,319180,319181,319182,319183,319184,319185,319186,319187,319188,319189,319190,320207,107995,17120,19664,234729,30955,11474,12015,19696,19697,12018,12534,19668,12028,18176,69382,208647,11472,27401,69386,17164,69389,18706,18707,18708,18709,18710,16151,237336,12571,12575,12576,12578,326619,208677,101056305,232232,20779,26413,26417,66354,105782,18746,18747,18749,22335,16195,20807,320332,15182,15183,15184,15185,12771,13654,13655,109711,17246,99169,97122,26427,676708,19303,12649,54123,110957,100862435,20848,14964,20850,20851,79221,12540,83945,328572,21374,19179,170787,14991,13194,666513,333715,13205,19353,22033,107932,66973,67653,15051,56233,58801,18035,68024,71609,15007,101056446,14784,235459,252870,78284,209357,100046289,74197,12367,326620,110557,78303,20963,12773,12774,12776,69116,12266,224753,224754,224756,227753,224761,665596
Fatty acid elongation - Mus musculus (mouse)	path:mmu00062	KEGG	1,510,770,025,126,860,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Fatty acid biosynthesis - Mus musculus (mouse)	path:mmu00061	KEGG	100,705,223,722,711,000,000,000,000,000,000
HTLV-I infection - Mus musculus (mouse)	path:mmu05166	KEGG	12916,13654,11798,11789,72049,242705,547349,15894,16408,14362,18971,18972,12317,16414,16415,14368,14369,14370,14371,216795,93735,12330,22059,20525,12914,210044,21939,20375,22421,12981,16451,16453,13383,17000,60599,640611,18519,11920,16476,18021,16992,18018,18019,100045924,15461,74769,110696,18538,74343,66156,19055,19056,19057,19058,19059,110196,73333,59001,101056634,17532,18045,59008,71810,11908,16150,11910,11911,14985,16151,14990,14991,217232,19645,17128,50883,14997,14998,14999,15000,15001,15002,12443,12444,12445,15006,15007,14960,20130,18595,18596,15013,69745,15018,15019,12387,104110,100045999,15024,22408,14963,18974,17865,14964,14367,399549,15039,15040,81601,15042,15043,14534,21812,93897,15051,75471,12579,12500,12501,12502,14969,382056,30939,17702,13542,13543,13544,14972,30955,12675,22410,100047997,19697,19698,13555,13557,104111,11512,11513,11514,67967,12028,23805,18176,245000,18186,16653,12048,17126,18706,18707,18708,18709,18710,12567,237336,26398,12575,26401,12578,107995,12580,17701,26406,21809,16168,16169,21803,14365,110557,21808,101056305,16178,26419,53859,21813,16183,16184,22329,16186,18747,11515,22333,22334,22335,23872,16193,69957,17222,20807,14366,100683,432530,99152,52563,100504404,13653,56150,16185,11909,320207,13712,18970,676708,18033,12649,66922,17127,13714,56637,21937,20850,20851,18749,234729,23871,328572,21374,103573,224129,14961,11651,11652,21894,68999,66440,22409,12237,22411,22412,22413,22414,22415,22416,22417,22418,333715,22420,70549,22422,22423,70461,20890,12442,22433,66979,21926,12912,21423,57265,16818,18035,18590,19384,19385,18591,18973,16177,101056446,23797,227606,17863,17864,14281,14283,12236,17869,21752,17703,19108,11739,11740,73181,12257,100862435,19428,22695,52206,224753,224754,224756,56310,224761,18034,22419,56317
TNF signaling pathway - Mus musculus (mouse)	path:mmu04668	KEGG	16396,22029,22030,22031,22033,11796,11797,15894,68652,231991,257632,15945,12367,12369,12370,16182,16476,16477,16992,53859,74769,50791,12912,18033,100862578,12915,100047997,18709,11909,11911,18707,19094,29857,66724,12913,16168,12977,18035,12981,11651,320207,56532,208677,18710,30955,19697,23797,14082,208647,18706,12051,18708,13614,16150,16151,19225,26395,26397,26398,26399,26400,16176,56613,26408,26409,26410,26413,26414,26415,26416,26417,26419,26420,19766,67384,22329,26427,12608,16193,20293,20296,20297,20304,20310,20312,12633,72542,20339,73086,12675,11652,330122,74568,12702,74006,21926,14102,21929,432555,21937,21938,71609,14281,78284,66513,15953,14825,17387,16878,17392,17395
Dopamine clearance from the synaptic cleft	REACT_79703	Reactome	128,461,316,217,161
Hepatitis B - Mus musculus (mouse)	path:mmu05161	KEGG	11783,242519,74769,11799,24088,54131,12566,15964,22059,231991,15967,12567,19211,404549,12364,110157,12367,208647,14102,12371,15962,16476,15965,18021,15968,15969,18018,18019,15972,15461,22630,22631,15977,18538,15975,12912,18033,12914,18035,26900,100047997,54401,142980,11909,11911,14103,12428,16150,13067,12443,12447,56480,12571,12913,56489,15530,12915,106759,230073,19645,225471,320207,17128,30955,12675,17874,12015,19697,13555,23797,12028,228607,18176,14082,21803,13063,12043,16653,18706,18707,18708,18709,18710,16151,26395,26396,19229,26398,12575,12576,26401,208677,26417,20779,26413,26414,21808,21809,26419,26420,21812,26427,21898,18750,18751,18752,16193,54411,242517,13654,13655,54123,110957,20846,20847,20848,20849,20850,20851,20852,15970,22335,328572,11651,11652,13194,13712,16451,13205,117149,71586,242705,21926,15974,13557,14784,12448,14281,78284,17869,107986,640611,12427,73181,68576,12370,17395,230396
Hepatitis C - Mus musculus (mouse)	path:mmu05160	KEGG	16391,22030,22031,74769,22034,56863,22059,621628,16451,404549,110157,51792,15957,15962,15964,15965,15967,15968,15969,15970,15972,15461,15974,15975,15976,15977,15467,19052,19053,18033,18035,100039801,142980,18710,54721,16835,54420,56469,19094,56480,29857,19106,56489,56492,20662,20663,230073,228026,11651,73934,320207,52432,30955,20181,72930,71908,12520,74987,667373,12015,19697,22259,23797,19192,71978,228607,18176,106759,16653,18706,18707,18708,18709,16150,16151,26415,12575,20778,26413,26414,242653,26416,26417,26419,26420,19766,109880,239931,56637,58187,13645,13649,18260,242517,242519,13665,13666,11836,54123,56173,20846,20847,20848,54131,53624,12675,11652,23960,23961,75677,12702,19013,21926,57255,21937,71609,269643,14784,12737,12738,12739,12740,12741,246727,246728,246730,60363,24014,16341,114141,27103,73699,54419,16362,18417,230396
Vascular smooth muscle contraction - Mus musculus (mouse)	path:mmu04270	KEGG	12288,12289,12292,17931,12313,12314,12315,26970,239134,329251,18780,494124,16438,16439,666168,237625,11836,107589,11848,110157,51801,435802,19045,19046,19047,53357,98932,14683,210044,17540,69632,54409,100040843,16531,16532,16533,11513,19108,11548,104110,104111,60596,11550,11468,69836,11475,230103,18778,72413,54140,230639,18160,11512,277753,11514,11515,70405,11540,11541,19222,56089,26395,26396,11549,329502,26417,26413,66350,13617,109880,18747,13117,13118,13119,18752,18753,18754,18755,78390,54598,18761,14672,16440,14674,11607,11608,271844,14682,26971,100502876,18781,18782,18783,18784,232807,68458,18795,18796,18797,18798,18749,19091,18750,18751,54652,224129,234889,216459,432530,80796,67653,16801,19877,19878,228785,58802,54195,232889,213435,26565,26361,17880,238564,211429,14673,17904,109624,213498
Measles - Mus musculus (mouse)	path:mmu05162	KEGG	68098,16391,74769,22034,22035,69142,14360,68135,22059,68652,69165,22062,70192,56382,16451,16452,404549,56417,12448,27218,100047957,15962,15964,15965,15967,15968,15969,15970,640611,15972,15974,15975,15976,15977,15978,15979,15980,170770,18033,18035,18036,15481,15482,15467,12566,13448,14103,24088,15511,15512,319642,20847,12444,12445,12447,56480,19106,12571,56489,20851,230073,16061,12576,12995,12487,13000,13001,193740,170786,320207,12500,12501,12502,30955,12675,19697,23797,170743,228607,208650,18706,18707,18708,18709,18710,12567,170776,170779,170780,16159,16160,17698,16163,26409,16175,16176,14130,16179,16183,16184,16185,16186,16189,16193,17221,18761,242517,242519,21336,13665,13666,14694,54123,20846,56637,20848,20850,54131,11651,11652,266632,21898,23960,23961,16453,71586,12443,14102,21929,21933,20400,54721,17858,246727,246728,246730,17874,27103,81897,230396
Amyotrophic lateral sclerosis (ALS) - Mus musculus (mouse)	path:mmu05014	KEGG	13163,11783,12043,380684,12048,19094,19353,12015,26397,26399,29857,74018,14811,21926,26408,22059,12460,20655,26416,21937,21938,14775,14813,20511,19132,13063,26415,13067,12359,12362,12364,18125,12367,14800,12371,53333,12122,14799,14812,14810,14814,641376,271457,67819,19055,19056,19057,19058,19059,18039,18040,12028
Huntington,s disease - Mus musculus (mouse)	path:mmu05016	KEGG	631040,110084,11783,14775,675851,66576,69654,66052,11951,15194,66594,108071,105000,66091,20020,20021,16438,231991,100041273,67130,225887,66108,12861,12862,12864,12865,12866,12867,12868,12869,17991,19016,13385,215114,17995,12367,245841,12370,12371,74325,71770,66142,433759,67680,68194,67003,68197,68198,66152,68202,170770,12912,12913,12914,228980,73333,69241,67710,595136,54405,66694,228033,67126,75406,66925,239760,66414,67184,66218,11947,70316,11949,11950,20655,20656,11957,623286,67273,230075,73916,22272,67264,12064,104130,105675,72900,17993,69833,84682,20683,635087,22227,75483,67300,100048613,407785,407790,69875,333182,68342,12028,68349,100046079,19712,22273,22059,18181,208647,217864,15114,13067,100042503,327954,21780,227606,68375,237336,69920,208677,17705,17706,75563,17708,17709,17710,17711,100504968,13063,72504,21817,68922,26427,11740,22333,22334,22335,20022,66377,15182,226646,12857,14682,12858,78174,12859,66916,67942,11946,18795,18796,18797,18798,66416,66420,328572,227197,21374,66043,66945,13191,54152,66445,100047429,231329,28080,17992,110323,19017,66491,66495,67530,78284,232910,12757,14810,11739,14812,381917,432611,67665,20463,20466,100862456,78330,11771,11772,11773,66046,71679
Epstein-Barr virus infection - Mus musculus (mouse)	path:mmu05169	KEGG	11651,15978,22029,22030,22031,67089,229906,547349,15894,252870,54131,16061,12566,22059,68652,20016,20018,20020,20021,20022,17463,68153,16451,16453,17999,245841,53859,100047957,230073,16476,433759,22627,22628,22629,22630,22631,110696,100039786,70247,22034,23997,18033,12914,14963,14964,18037,12995,15481,15482,14972,100047997,67710,54401,22123,69253,14985,12427,12428,14990,14991,19645,16150,15507,103573,19094,15511,15512,15006,15007,56480,56637,19106,16155,19108,15013,15018,15019,18034,74414,100045999,15024,17096,18035,22033,13001,18036,12575,399549,12478,15039,15040,12576,15042,15043,13000,69833,15051,193740,12494,75471,218832,19668,16408,69241,12505,320207,20602,26399,19664,18710,19179,12675,19181,69870,19184,19185,19698,23797,12534,69077,20737,21762,70408,27401,12043,11909,18706,18707,18708,18709,227606,16151,237336,16153,16154,234779,70428,26397,26398,19231,69920,26416,74769,26409,26414,26415,14128,101056305,66354,16179,26420,19766,26419,26939,18749,15182,15184,20963,208727,56463,17246,99169,13666,18747,676708,26400,66413,14191,20848,18803,66420,328572,21374,14997,30955,11652,215446,227720,15467,12902,666513,333715,19182,12182,20375,72090,67486,231329,19697,21929,59029,54194,21939,66997,19384,71609,66491,23996,67005,101056446,54721,20422,29857,17869,12495,57296,66513,74197,67065,110557,27103,22352,100862435,19428,78929,224753,224754,224756,100862456,224761
Herpes simplex infection - Mus musculus (mouse)	path:mmu05168	KEGG	12753,16391,15978,24075,22029,22030,22031,22033,22034,547349,11865,24088,15387,100043292,67615,14886,16476,22059,68652,20020,13063,14103,15968,230979,16452,404549,53319,12367,14102,15957,216150,51812,15962,12261,15964,15965,15967,16992,15969,15970,15972,19045,19046,19047,110696,15977,56009,15467,15980,14960,18033,100862578,18035,18036,14969,14972,80509,13163,142980,12566,14985,100044391,18626,14990,14991,15043,14997,14998,14999,15000,15001,15002,15006,15007,56480,19106,15013,14961,56489,15018,15019,12914,15024,21681,14963,13001,230073,399549,15039,15040,15042,12995,18628,13000,20684,15051,18636,110809,15976,100047957,100046048,170722,209361,407786,667373,19697,50930,15975,18854,57080,228607,14082,225027,106759,27401,13067,21354,102162,16149,16150,16151,237336,15979,16159,16160,15139,12370,18627,16168,26409,21355,26414,19247,16176,101056305,26419,26420,72504,15161,16193,20293,20296,20815,20304,100504404,242517,242519,67933,19294,21343,13665,13666,676708,66656,245610,54123,20846,20847,14964,54131,58235,328572,231805,21374,18988,12675,226182,68077,228980,99730,333715,23960,23961,21402,67996,20382,20383,20384,71586,21926,225895,21937,12702,224756,101056446,54721,12534,252870,246727,246728,14281,246730,24014,15312,66513,17874,110557,27103,16451,100862435,57317,81897,12266,15974,108014,224753,224754,227606,224761,230396,83454,26965
