GeneName	day1	day2	day3	WOexpr
SLC6A3	3.319456469	2.382624835	0.880985165	0
STEAP1	-0.920578313	1.082455865	2.052790775	0
TLR4	-1.521003778	-1.578546244	-1.553671668	0
GPC4	2.108031827	3.093324442	-0.677967053	0
OIT3	-2.110463214	3.876218717	-0.69775304	0
ACADL	-1.370854142	-1.91511407	-2.05597839	0
AL033397.2	2.606379716	3.263264492	-2.341755694	0
ARHGAP44	1.5497304	-1.906684212	-1.127666039	0
KIAA0895LP1	-3.058046605	-0.720766049	-1.274716752	0
RNH1	-1.628457627	1.511254262	-0.594371951	0
GABRB1	3.507573577	-1.411969531	1.379808835	0
FAM9B	2.091198058	-1.427432009	-1.5094948	0
TSTA3	-0.967639054	0.980704321	-0.469391872	0
SMIM8	1.737004183	-1.611071625	-1.537309311	0
ANXA3	-2.022846951	3.721593201	1.860356871	0
GNAZ	1.341280796	0.744754207	-1.35283362	0
MTRR	0.782402003	-1.111109895	-1.045089103	0
VAMP8	-1.116962114	-2.399248829	-1.454046966	0
ADGRA2	2.786061694	-1.622159629	2.402265643	0
EFNB3	3.337841488	3.309594642	2.660204491	0
CENPN	-0.777981295	-2.125406628	1.200364987	0
FUCA2	-0.611495994	-1.553219407	-1.298426697	0
FIBP	0.644624095	0.885744872	-1.179631324	0
NRP2	1.275122808	-0.889396794	-1.058266874	0
ASCC2	0.869865981	0.944919008	1.132096428	0
AL662795.2	1.644982165	-1.938420565	-1.821738258	0
AP005329.3	1.902233825	0.664593129	-1.068471942	0
LECT2	-2.272698343	2.4717566	0.715122866	0
DDX11-AS1	1.841309106	-1.831579611	-0.957715914	0
GPT	-1.753856575	-1.431762931	2.239256989	0
EIF4ENIF1	-0.943870326	3.728247126	-2.147702307	0
CRP	-0.825329535	0.512647732	3.938822674	-1.129209018
TUBB4B	-1.200762092	3.35397101	1.327176906	0
NEURL1	2.676191847	0.619608599	0.825353696	0
MPDU1	-1.11364652	3.400834284	-0.581338437	0
PF4V1	-1.722181942	-2.782805236	-2.048988989	0
SH3GL3	3.268178808	0.991115222	4.631305819	0
ANXA6	-0.48708339	2.730330623	1.250026604	0
CCNE1	0.920171733	-2.768024001	-0.71566165	0
SMIM10L2B	2.385530988	1.584751761	-2.086426741	0
C9orf43	1.534152545	5.409720634	2.743786592	0
PPP1R8	-0.995752296	-0.393408435	2.342185995	0
RETSAT	-0.821207846	4.553134098	-2.679332308	0
CALR	-0.514188262	-1.425320842	-1.291672935	0.444974826
ZNF77	1.910340061	-1.784182115	2.873110559	0
ISM1	-1.201366243	4.111263192	-0.982387884	0
ZNF334	1.309693776	-1.241465106	-1.261425718	0
DHRS4L2	-1.058550116	-1.318603921	2.422411439	0
AC008750.8	-3.100338656	2.244827025	-0.915232592	0
NOMO1	0.452708127	2.113540424	-1.602994568	0
CYB5D1	0.752853988	-1.627895664	2.358316243	0
LRRC25	1.802236838	-1.012114588	-0.463134506	0
FBLN5	1.115415006	-1.977382763	0.805242029	0
RPL34-AS1	2.456975399	-1.194211375	2.814621182	0
APCDD1L	-2.810440278	0.797986335	1.422754004	0
CHST2	2.61352922	1.678902638	2.972737977	0
LMCD1-AS1	2.537418912	1.407323311	0.340300676	0
RHO	3.195946161	0.868144362	0.560391226	0
ETNK2	1.343472143	-1.877213064	1.586281601	0
TNFSF11	-1.926588789	-0.606532694	-2.475366669	0
RIMKLA	1.322279652	2.448465551	-0.676985969	0
H3F3B	-0.915656841	1.245344345	0.658888295	0
ZNF184	1.550242871	0.713855566	-0.802163347	0
GCHFR	1.826754796	2.087760015	1.142438843	0
TRIM45	-0.900240539	3.695814884	-1.012469203	-0.898084631
PIGM	0.974562826	1.73279019	1.693869556	0
GATA6	-1.426536	1.041471955	-1.324277429	0
DNAJA3	0.547457152	-1.014513766	-0.470303293	0
RTP3	-0.739647694	1.265041116	-1.06507053	0
MMP10	1.845884935	-1.084793912	-0.846048009	0
CLBA1	1.504854407	2.943385854	-0.963701292	0
UNC5D	3.243084103	-2.338088323	-0.968935159	0
B4GALT2	-1.537847618	-1.391535593	-0.844748197	0
MTCH2	-0.883914355	2.576907608	-1.798374637	0
IGF1R	1.588729259	-1.928493349	-0.677534848	0
PDZD7	2.065897712	2.294227535	-1.45272911	0
TAPBPL	-1.643430588	-1.371318205	1.304371654	0
PROX1-AS1	-1.409424669	0.605898644	-2.103056158	0
TMPRSS6	-1.786922027	3.338851595	-0.855112235	0
GABRA2	3.162436606	-0.681052584	-1.843448395	0
NOMO3	0.795768477	1.277303931	1.544293741	0
S100A11	-1.540123025	1.029630974	-2.171048036	0
PDK4	1.048449189	1.032420618	-0.597350178	0
C4A-AS1	-1.994360664	0.716491042	-0.83263324	0
CPED1	-1.285436541	-0.964501424	-2.07562568	0
FAM20B	-0.726255625	1.407194504	0.60484045	0
UGT1A5	-2.818352425	1.523373879	-2.208228448	0
NPTX1	3.236678701	2.903044575	2.135579764	0
DIRAS2	2.232936137	1.847515477	1.046454794	0
C6orf141	1.200795237	3.050701551	0.321265721	0
AL133370.1	-3.15786929	2.646080709	1.936392462	-2.601311798
LINC01018	1.392103919	-1.390895164	-1.801123352	0
NSDHL	-0.806311601	1.650522619	1.072966891	0
LEF1	2.807555507	1.749406616	0.533087286	0
NUP50-DT	0.940039382	-2.644218818	-1.585313035	0
DGCR6	1.388260103	4.339124117	-0.946379268	0
GOLGA2P7	1.422301379	-1.476224595	-0.988349308	0
TGOLN2	0.457456495	2.31118105	3.007486456	0
HIGD2A	-1.222543225	3.431836305	3.495360717	0
LINC01303	-2.958423783	-2.714457187	2.503443899	0
LTA4H	0.804766456	4.021430137	0.94612666	0
C1orf74	1.155389597	-0.94700884	-0.728074481	0
DPYD	1.155530283	-1.320058619	-2.994359342	0
FGF2	-1.404229615	0.812065595	0.517248082	0
VNN1	-1.309671028	0.614668883	-0.953016011	0
SERPINI1	2.397389344	-1.07609888	-1.074649749	0
LEPROT	-0.86604959	-1.581235679	-1.469366529	0
LINC00923	1.322028059	-0.646133363	-1.070393707	0
IL18	-1.404643518	-1.413142364	-0.466557192	0
ATG4B	1.091990277	3.087575927	-2.829364468	0
NPHP1	1.844980688	1.047081251	-0.933884254	0
HOXC6	3.232793911	-0.816420902	0.812501689	0
SLC40A1	-1.107375364	-1.056196742	2.391348979	0
COPZ2	-1.1907741	4.522923246	-0.998123251	0
FDX2	-1.157272282	0.581606946	3.337621228	0
PDIA3	-0.754798452	1.965371869	0.722410572	0
TMEM121B	2.579351024	2.332263974	-0.891126648	0
EVPLL	-2.276836202	-0.581821717	-1.083380941	0
SLFN13	2.233861757	1.422120273	-1.664168427	0
AP004608.1	-2.035283612	2.052542966	-0.934434251	0
NNT	-1.09827246	-0.830060244	-0.85446854	0
EDN2	-2.431200221	-1.105636459	0.965023035	0
WWC3	1.069690605	1.420715404	1.808512316	0
TTI2	0.820951378	4.100818143	-0.883218212	0
ATP6V0A1	1.24898211	-1.250902534	4.744721032	0
NADK2	-1.347535555	-0.753747438	-1.775936345	0
JAK3	2.269969292	-2.87696918	1.126878795	0
GPAT3	1.117155078	1.476729082	-1.39338497	0
FILIP1	2.498757725	4.401435983	-1.828446852	0
PSMD10P2	1.673033308	1.517358729	-1.141807132	0
MINCR	1.35827581	-2.0513648	-0.838589052	0
AC106897.1	2.507863527	-1.851681076	-1.644638812	0
ZNF250	0.986614157	-1.259680014	3.585897917	0
FP236383.1	-1.639132141	3.02110232	1.168172595	0
NR5A2	-0.880884689	3.622553107	-0.523098583	0
VNN3	-1.651933596	1.747781197	-0.67071775	0
HINFP	0.613494629	3.507420508	-1.63740896	0
FH	1.081218448	1.104490928	3.096231085	0
PADI2	2.890817877	-1.005073988	-2.209728989	0
MGARP	2.245858547	-1.187633805	1.300817851	0
SCNN1A	-2.469259978	2.323048207	1.761800809	0
SLFN11	2.426372492	1.066930652	0.860796387	0
TRIM24	-0.675597325	-1.959206607	5.834417036	0
SLC4A4	-1.148039696	3.520521291	-0.902769353	0
LMNA	-1.431039153	-3.369969451	-1.38208452	0
MT-RNR2	-0.904419759	-0.989282548	2.619422237	-1.307839252
ZNF521	2.978796425	3.865286456	3.270092322	0
LATS1	0.567792284	-0.531627992	4.38941065	0
SRR	0.898040275	-0.963478488	-1.806433563	0
SIX2	2.566380871	-1.651669453	-2.32730162	0
VTN	-1.112188137	2.811993223	2.114570152	0
HEY2	1.566197472	-0.913897712	2.719551204	0
UNC13B	0.504217275	2.447404401	0.765027503	0
SIAH3	3.232704614	-0.76897437	1.914401248	0
LINC02593	-2.620433359	4.421947546	-0.666180538	-2.191398401
UGT1A1	-0.885107792	3.247174365	0.862881392	0
TLE3	1.771946676	-2.12444692	-0.387099871	0
NKAPL	2.639911677	-1.735585044	-0.98628121	0
IGFBP4	-1.467261872	-1.662365308	1.644223855	0
MMP23B	-2.159727688	1.668303181	-1.240891704	0
G6PC3	-1.692207993	1.295992157	2.877325635	0
PRIM1	1.635832124	1.180601288	4.447712918	0
SCPEP1	0.928531394	1.441119299	2.335039379	0
TNKS	0.569984508	-1.056483562	1.332944882	0
SFR1	1.682090948	0.902812697	-1.046200268	0
MRO	1.462695583	-1.616212596	-0.857599602	0
MTND4P12	-2.702935734	-1.262975764	2.234086309	0
SLC35F3	1.467692622	-0.787387644	0.886759495	0
IL18R1	1.042998666	2.054937635	-1.441746038	0
CA4	3.112423697	-1.60812732	-0.716625525	0
AC115618.3	-2.843989434	-1.375490395	-1.333611157	0
ZNF365	2.960012164	0.589436093	0.866701479	0
PKN3	-2.033222964	-0.689161611	-1.762419049	0
SKOR1	3.171912466	1.165704647	1.506613738	0
SPSB4	3.178111725	2.894890673	-2.299452112	0
AL355877.1	2.043728405	0.604941594	-1.355991687	0
RNF212	2.545350426	1.345213178	-1.558278621	0
SPINT1-AS1	-2.393154137	2.85182849	4.506425215	0
MNX1-AS1	3.16037867	-4.50484071	-1.16528153	0
PIGG	-0.591057125	1.156960472	-0.370883253	0
LARGE1	0.818071661	0.898116304	-0.741377823	0
TTC30A	0.945953971	4.355675424	-1.373059809	0
NIT2	-0.830868824	3.528239979	0.693543144	0
HMX1	3.154035615	-0.76279254	5.243138505	0
AC055811.4	1.531567298	1.152019421	0.802263235	0
TMEM63C	2.779481354	2.487502638	-1.631350982	0
AL590999.1	2.687773929	1.50144736	1.259281277	0
ZNF667-AS1	1.429945175	0.431672005	-1.200173457	0
NCAPD3	-0.766669235	0.840515695	-1.321675254	0
HPGD	1.37538812	-2.506420979	-1.312054847	0
NKX2-2	3.075668113	-2.765396367	-1.813514293	0
TNFRSF10A	-1.006132548	0.951540237	-1.574208899	0
GGCT	1.225423509	-1.579988743	0.885073288	0
JAKMIP2	2.416346317	-1.269077875	-2.029364232	0
UGT2B7	-1.562946885	-1.37386092	-0.47480201	0
TLX2	3.142007721	0.7908271	0.831252043	0
FAM167A	1.390403777	3.018691145	1.245487986	0
NPRL2	1.014305542	2.173933939	-1.775773375	0
CYB5RL	0.906728833	1.291656859	1.576321796	0
LTB4R	1.745606381	2.592933564	-2.181436698	0
CPNE4	3.010261863	-0.873548367	0.842682101	0
APOBEC3C	-2.391766241	-1.18316252	2.688775301	0
FAM102B	0.897642434	2.505249382	2.322377887	0
AC127024.2	3.156448061	-1.266899737	-0.685488051	0
SDC1	-1.628331033	-1.71540233	1.005965563	0
SATB2	1.015855053	1.263001962	0.751404038	0
RCAN3	-0.684039201	2.395638694	0.512281477	0
THRAP3	-0.374565603	4.607751783	-2.892099773	0
MSR1	-2.657735562	3.682555335	-1.81824223	-4.121702945
C11orf71	1.288819432	4.57761866	-1.797357218	0
IGSF11	2.978953577	-2.13183585	1.611229979	0
KCNC4	1.266503925	-1.927372563	1.997925685	0
TMBIM4	-1.137993321	1.442030674	0.990341419	0
SYT1	2.417758304	-2.776665864	2.387517753	0
CRTAP	-0.737472743	1.821032739	0.890564774	0
AC004593.1	2.56868531	0.820987074	0.461527312	0
HNRNPA3	-0.882945692	-2.036789777	-1.174683551	0
ARMC9	1.007728158	-2.198277835	1.14732328	0
HLA-F-AS1	1.391637661	0.95760641	-0.528037367	0
AL137003.2	1.91782279	2.189567363	-0.663732309	0
LYPD6	1.671216036	-1.125350877	-1.732518408	0
LHX5	3.125016691	-1.903346878	1.454998851	0
PIKFYVE	0.915195164	-1.902218104	1.096768485	0
STYXL1	0.842205691	1.239819463	1.87300626	0
KCNN3	2.257930966	3.004191164	1.160877239	0
MPP2	2.801567365	1.473445835	1.321814434	0
IKBKB	-0.656702499	-1.982176386	2.388562888	0
MYBL1	1.804813112	1.021362156	2.510923482	0
SIRT2	1.258327187	-0.687238941	1.090395639	0
TSPEAR-AS1	1.580500025	3.207729823	-0.952280676	0
SYTL4	-1.131396106	1.386908606	0.560913562	0
ALAD	0.701106513	1.485025211	2.604651851	0
TTYH2	1.649671147	-1.959176197	1.04272834	0
HOXB2	2.966770501	3.37829208	4.786740127	0
WDR17	2.569477246	2.154760012	-1.644860563	0
CDO1	1.064625599	-1.089239331	-1.876664063	0
ZMAT3	-0.740901407	2.292806172	0.668385133	0
IFITM3	-1.598022629	2.444665498	-0.939546433	0
TMEM106A	-1.383023004	-2.998037977	-3.238431021	0
SEC31A	-0.79326137	0.945792499	-0.952546389	0
TFDP2	-0.437719992	1.257472605	-1.761623195	0
HIST1H2BC	-1.715782045	1.753513827	-1.286586089	0
KDM5B	-0.518565544	-0.840522782	-1.214960395	0
TMEM220	-1.013120949	1.639784407	3.78704945	0
AC244502.1	-2.916692405	0.676778168	-3.91770504	0
COG2	0.954364131	2.820067025	-1.009669079	0
FAM71F1	2.962619327	1.110272271	-1.118725506	0
UBXN1	0.766358122	2.575224294	-0.680653436	0
NUCKS1	-0.979521406	2.006279702	5.613382398	0
GRIN2C	2.447280756	-3.130182581	5.053352499	0
PTPRG	-0.623364622	1.400199933	5.541744637	0
VAV2	-0.943127722	-1.8043512	1.465845454	0
TMEM255A	2.280073023	3.181808894	2.124459514	0
AC025164.1	1.866700648	0.577130448	-1.6300839	0
AC243964.3	-1.261825875	1.802387731	1.21965117	0
TOR1A	-0.904327867	1.431802572	2.398409092	0
CHRNA5	1.851292437	1.79203112	-1.014065626	0
CEP78	1.215772798	-2.151895425	1.445745212	0
TMEM198	2.381022898	-2.331809131	-2.579752514	0
PRKCD	0.827836823	3.495222815	3.489188631	0
HPR	-1.486376917	-2.204837592	1.361000626	0
CD58	-1.528679126	2.359524302	-1.79582695	0
DHFR	-1.083968974	-1.263135813	0.819174766	0
NCOA1	0.557973106	1.336398705	3.752244218	0
DPY19L2P4	3.022700704	1.285225157	1.666587536	0
DDRGK1	-0.903186888	3.674598898	-1.105798767	0
S100A6	-0.934894368	1.203471843	3.559827964	0
CLASP1	-0.588157628	-2.511151346	0.689092028	0
COA5	1.245918967	0.879744643	1.11569251	0
CTNS	0.54312818	1.117629085	2.153676001	-0.518364166
IL27RA	-1.536862769	0.92291952	-0.789690836	0
ADGRG6	-0.674976171	-1.931122387	-1.494524321	0
KAAG1	-2.070834703	1.276772541	-3.299866243	0
PCGF3	-0.493801834	2.220221982	3.362027324	0
TMEM232	2.466690928	4.92742484	-2.218501826	0
ELF1	-0.952528217	-2.134781304	-1.799629153	0
ZNF608	-0.982305587	2.58418898	1.072467155	0
SLC17A3	-1.139559846	1.055336309	1.486119268	0
INTS6	-0.73768056	1.134611553	-3.648151638	0
ST8SIA3	2.425879856	-2.990406003	0.864617164	0
MCPH1	-1.197508686	-0.946091177	4.363906874	0
SPHK1	-1.423457435	-2.094638164	3.640909166	-1.482149382
NEK8	-1.633521803	-0.936196167	2.972936035	0
PNMA8A	1.350075027	0.791702803	-2.56450914	0
VSNL1	1.461861422	3.921859219	-2.150911766	0
ASGR2	-1.365701355	-1.240883952	1.905323639	0
GNG4	1.379353371	-0.336440187	-1.294747115	0
IFITM10	2.128038536	-2.631797359	-0.636628361	0
INTS4	0.78811755	2.711413165	1.384959827	0
CPE	0.859772846	3.202490206	-1.674611853	0
AC025048.2	2.184012275	-1.032814951	2.000086063	0
ITPRIPL2	-1.081737184	-1.501835645	-1.651285227	0
TNFSF13	-1.776663421	3.926866757	-0.555792215	0
AC016355.1	1.873592577	-0.757839914	-0.692276111	0
CYP7B1	-1.131091445	1.726429715	2.253967968	0
ABCD2	2.970347881	-0.978065503	-0.821049835	0
AF131215.5	1.942887591	1.92836403	-1.105493923	0
FUT4	1.047250824	2.476951389	0.820487593	0
AC137056.2	-2.724841101	2.375828143	1.205192821	0
AHSA2P	-0.920363674	-0.830728509	1.210739537	0
IAH1	-1.010181533	-0.834256683	-0.875972852	0
CDH2	-0.614679008	2.143012306	1.647141045	0
CDC42	-0.996359113	3.985485681	1.634485224	0
DHX8	0.568275803	-0.471732146	1.128238662	0
BCAS4	0.975778447	3.861640627	-1.808382219	0
AC006262.1	2.043410703	2.009175953	4.734918312	0
PPM1J	2.110735861	1.075113546	-2.381945913	0
PKNOX2	2.612286932	1.893751739	-0.975723783	0
NUAK1	-0.66435413	0.953071798	2.998432957	0
CSNK2A1	0.411897861	-2.474882607	-1.705488127	0
SPOCK1	-1.545596888	-1.756832058	-1.23182914	-1.76582638
CASP4	-1.388185044	-0.737069269	-1.299870325	0
BICRAL	-0.56923799	-3.411158586	2.172027986	0
ARL4D	1.139661073	2.822703558	-1.002344015	0
SLC13A3	0.907664499	1.381629283	-1.451777235	-1.073179422
TBC1D1	0.56819866	1.857823224	3.215734781	0
VSIG2	-2.100908821	-2.043715052	2.237993341	0
FXYD2	-1.90179562	-1.724379126	1.203522173	-1.707153347
SCG5	2.169917872	-2.341436625	2.609851179	2.396756046
GNG7	1.320591047	-2.4194972	-0.859040469	0
UBE2D3	-0.563198644	-1.199390475	3.872031671	0
DNM1P35	1.923314688	1.987358163	2.260586799	0
TRIM46	2.607568509	2.973474846	-0.982036697	0
CASTOR1	1.459321921	-0.683381336	-0.648540922	0
IQGAP1	-0.866126564	0.696636301	-0.966406645	0
LINC02331	-2.457087116	-0.971802409	2.591474009	0
RNMT	0.537568833	-2.257117647	3.706157949	0
P2RX4	-0.687091655	1.842843596	0.726661905	0
VPS13A	1.099330387	-0.857445744	-1.169968364	0
IGFALS	-2.059919211	0.695509965	-2.868608131	0
AC009113.1	1.893488668	1.09846494	2.391649899	0
COL4A1	-1.349857062	1.882370282	4.092557478	-1.473871036
RRAS2	-1.049379526	-1.540261489	-0.979997311	0
THG1L	-0.921022624	-0.877717529	-2.447377141	0
ZBTB48	0.814260715	0.798955944	0.703239404	0
ZNF710-AS1	-1.208593163	2.503349245	0.757802343	0
KNDC1	1.761563356	-1.919816411	2.43114758	0
AC244669.2	2.365670713	-0.771177583	-2.508460673	0
PELI1	0.741471824	-0.576991726	-0.685017649	0
CLIP2	1.573634031	0.72579886	6.125251427	0
EPB41L3	1.942014583	-1.325366907	3.449182088	0
LINC00173	2.797888615	-1.741135115	3.106017809	0
CDK20	1.119979649	-3.967309805	1.591442124	0
AC022107.1	1.510781251	1.1892013	-1.169268989	0
LACTB	-1.029051725	0.881501509	1.666220741	0
PIANP	2.787194205	0.750969676	-1.16046646	0
CAD	-1.28659772	2.187099223	2.172864154	0
NKX2-3	2.835016895	-1.273300008	-1.159452586	0
RAB24	0.816950164	-0.804412379	1.198145845	0
WRAP53	1.057842584	1.519016309	2.616553587	0
IL1RL1	-1.563690055	-1.590142286	0.968139246	-2.270942812
BCL3	-1.995802498	-1.029570675	-0.798491082	0
CDK5	0.865857084	0.940832719	2.621758632	0
AC068580.4	2.559532822	-0.947147875	-0.799457505	0
PTGES	1.912057019	0.609473378	1.320605829	0
SLC25A11	0.709475658	-1.051676396	1.072987513	0
CHKB	-0.779862697	-1.126424619	0.75310235	0
RPRM	2.820757957	-1.336380131	-1.705736025	0
EIF3D	-0.794314725	-1.070507605	1.600916218	0
ZNF197	0.736662205	-1.036052485	-1.384846025	0
ARMC5	-1.48402892	1.832306068	0.581520009	0
BEAN1	1.585524604	-1.676610498	-2.236666316	0
MLH1	-0.626821362	-0.845242622	-2.530768604	0
HEIH	0.791563977	-3.568122407	-1.456998906	0
ZNF843	1.353006137	-1.751521529	-0.888414136	0
AZGP1P1	1.266464552	1.201919615	1.808719338	0
CEP126	1.581998329	4.17525658	2.180021632	0
POU3F4	2.776309135	1.845566477	-1.032743347	0
CYP27B1	1.542390172	0.654251614	-0.861288659	0
GREM2	1.381633343	0.89167486	1.065106128	0
PSD2	2.48285423	1.216161755	-1.361981042	0
LINC01595	-2.543162502	-1.762796331	-0.706042965	0
RASGEF1A	1.696266501	3.206971209	0.508392257	0
AC006058.4	2.377646779	-0.408184664	4.463202761	0
WTAP	-0.893334928	-0.766677573	-0.83011192	0
ZNF428	-1.266733029	1.573913607	1.755288081	0
ALDH1L1	-0.86160811	-1.065813761	0.83005513	0
TMEM87A	-1.211975708	0.738023313	-2.308506208	0
GAS8	-0.774170978	0.763399704	0.530594447	0
BBS7	0.992614613	-0.585494609	-1.314767273	0
PTP4A1	-0.954868158	-0.963054518	-1.24405618	0
NFKBID	-1.336934783	-1.963028977	-1.160843823	0
PDCD6IP	-0.617348016	1.124557704	-1.283170332	0
ZNF280B	2.287455633	2.552058511	0.975692035	0
CTSV	2.744328016	-1.635199319	-0.446441149	0
IPO13	1.062837472	-1.873197462	2.205556501	0
SLTM	-0.925530468	3.449554349	-0.916166548	0
VSTM2L	-2.225073674	0.813580958	2.358879446	0
TAF4B	1.536767598	-1.658147153	-2.177431164	0
ZNF324	1.231094806	-1.142294767	0.702543647	0
FOXE1	2.722047758	0.428146715	1.551171876	0
EBP	-0.693558559	1.187091659	-1.119150812	0
PIP4K2B	-0.652403551	-0.865123594	2.197081882	0
BCL11A	2.706214031	-0.571180461	0.744118197	0
PAX2	2.705458058	-1.900009339	3.096995447	0
ISG20	-0.781958792	3.761135149	2.619300164	0
KSR2	-0.811786213	-1.22723184	4.529155921	-0.848428163
GSTM1	-0.961873056	3.312663922	0.755640311	0
HOXC9	2.724939803	2.333874811	-1.563243961	0
ORAI3	-1.210773316	0.92677395	2.254055444	0
RET	1.616290573	-0.680343601	-1.34475681	0
ETV2	-2.349896554	-1.1705585	2.180536172	0
AL096711.2	1.207984259	-1.103578068	1.684736561	-1.765236052
AC010503.4	-1.214444867	-1.363161205	2.427409783	0
NEUROG2	2.692307967	-0.993090075	1.446362994	0
GALNT16	2.004492584	1.624530486	3.908397558	0
HTR7P1	1.23500031	1.117780243	-1.654901199	0
RABL2A	0.999411543	1.026585353	-2.900850771	0
SRGAP3	1.033979608	3.165596283	-0.736925447	0
SRRD	0.796592	1.606778465	-0.845362914	0
FOXG1	2.681184548	-2.602554371	1.313634713	0
SYT7	1.270531708	2.95940911	1.038882289	0
IL17RB	0.776782108	1.109259775	1.86265019	0.944849145
AC098487.1	1.294358332	1.532097489	1.544788718	0
ADAM22	2.062104029	3.228035712	2.945398288	0
PTBP3	-0.584301965	0.961740872	-0.999888957	0
HPCAL1	1.237315962	1.393768477	-1.237554374	0
CAMK2D	-0.594077377	-1.830549467	2.121022239	0
ENPEP	0.681165119	-1.271291532	2.848440456	0
SH3TC2	1.729403509	1.871367405	1.427525991	0
PI4KA	0.735600984	0.841100113	1.123440429	0
USH1G	2.6660662	-1.007940532	1.935285661	0
UBE2Q2P2	1.794190477	1.20467831	1.333398886	0
ARHGDIB	-1.73835425	-1.111800148	-0.855762565	-3.329393702
SGSM1	1.386083987	2.113067441	0.957531458	0
MDFI	-2.115986113	-2.209292867	-1.456789101	0
SLC16A10	0.921933196	1.091260309	2.291571696	0
SPEF1	2.380315538	4.482710704	3.803624196	0
GPAM	-0.677666914	3.131002518	-0.977375009	-1.048746529
AQP11	0.806406883	3.558009825	0.905026768	0
GRK3	1.12888859	-1.731720521	0.636418315	0
CRY2	0.848894872	3.152135169	-2.769505829	0
THEGL	2.618678661	-0.933795796	2.113518239	0
KDM7A-DT	1.545729924	-2.247522479	1.56419457	0
BTC	-1.763660925	-2.731672829	3.222412309	0
AC022098.1	1.847143761	0.923564328	-1.71455277	0
EPHB1	2.397647627	1.169485379	0.802267216	0
TMEM156	-1.012081857	-1.974057957	1.718137971	-1.38116138
PSMG3	0.71397107	-1.258437636	-1.211577091	0
CLTRN	-1.027083384	2.982613444	1.0517111	0
ATP5F1B	-0.281442841	-1.158727587	0.942974868	0
CABP1	2.611410938	5.072840049	0.566348631	0
ESRP1	2.32405309	-1.148649002	-0.598166061	0
IMPDH2	-0.439541092	3.165499213	1.106877043	0
CHPT1	0.437965671	2.36140001	0.62712073	0
EPHA10	1.91748039	-1.044633751	1.432776209	0
FGF13	-1.128902136	-1.48248694	1.47186394	-1.173131508
KPNA7	0.948131419	-2.795796715	4.45197644	0
FCGR3A	-2.414654788	-0.551431702	1.695242266	-3.812184878
EDARADD	2.577284459	2.622465622	-1.4398866	0
FAF1	0.91246187	2.252064758	1.326931473	0
ITIH4	-0.953080058	0.802511911	-1.473119594	0
RIC8B	-0.709898007	-0.681294373	-2.194444448	0
CBR3-AS1	1.240223759	0.557541831	-1.310658971	0
AL139805.1	2.008054622	-1.337746023	2.829029706	0
SLC17A9	-1.637605551	-1.459366725	1.280912485	0
FAM104A	0.495829301	1.025815138	1.957567565	0
TBPL1	0.85297738	0.876693355	-1.078372333	0
SERTAD1	-1.730268773	-1.150320181	3.807574736	0
FDXACB1	1.275992964	-1.121301576	-0.648481213	0
ABCC8	2.276745763	-3.096150714	0.764059032	0
KCNS3	1.307169247	3.53342993	0.819637297	0
GBA2	0.507657591	1.207084995	-1.225008059	0
TBXT	2.515748474	-2.547164517	2.30012806	0
BTG1	0.742616243	2.501685551	-1.506120092	0
AL157935.1	-1.71097429	-0.780020903	0.873733858	0
RGS16	2.142546196	0.534828022	-3.501786499	0
PRRT3	1.406137051	-1.295673252	4.161702601	0
MAPRE3	1.045435781	0.918203835	1.217586034	0
CFAP77	2.517083257	1.303763901	-0.425053087	0
H2AFY	-0.455059044	2.628970035	0.947893773	0
PTGR1	-0.965069164	1.00498661	-0.980874347	0
IFITM1	-1.127039823	2.478186263	-0.740482105	0
KLK1	2.414076465	0.656936982	-1.131304492	0
C2CD2L	1.132376841	-1.236888077	-0.589359485	0
KCNQ3	2.409302942	-0.683923909	-0.840617036	0
WT1	2.508849125	1.965796838	-1.072518037	0
MTRNR2L12	-1.362326158	1.267128558	1.499954855	0
AOX1	-0.619926088	0.502727023	-1.304977277	0
NEK9	0.492686389	1.264908919	-1.75534045	0
DIAPH3	-1.232422097	-0.501185507	-1.638158891	0
ZNF263	0.597075608	1.206589354	-1.37755129	0
LNP1	1.105427903	-1.140522244	1.347846609	0
HAUS6	1.071674214	0.84394291	-0.532722185	0
CAPN5	1.070436061	0.876277469	-1.231367514	0
ACTL6B	2.437644105	-0.939154415	4.442319793	0
PER3	0.476535366	-3.928327497	-0.739765574	0
FAM193A	-0.799432027	-0.877758811	-0.791535136	0
DOC2A	2.19515182	3.06127703	3.130696582	0
LINC02197	-1.002397406	0.616406027	-0.461292021	0
SMTNL2	2.443210978	-1.351117892	0.971708651	0
IPO5P1	1.03929384	-2.59032034	-0.701699857	0
MRPS7	-0.674787792	3.173033286	2.000677084	0
THAP11	0.600908865	3.339670466	1.511403121	0
NXT1	0.757550981	0.584683822	3.047738178	0
AC144652.1	1.449246463	0.814686359	-2.790639398	0
AL590133.2	-1.143802545	-1.148999606	0.802876964	0
OCLN	-0.641555532	1.243513058	1.294482644	0
CHD3	-0.625764454	0.706780493	1.379749251	-0.655493212
MDGA1	-1.218847819	0.965579312	-2.753527038	0
TMLHE	-0.982028239	-1.02260137	-1.061133268	0
HCG20	-1.978449524	3.111616697	1.037074547	0
